LLIW,SubjVertMo,LoLevMoistAd,N0_7muVerMo,WndHodograph,MorningBound,LIfr12ZDENSd,IRCloudCover,Date,QGVertMotion,SatContMoist,AMInstabMt,MorningCIN,RaoContMoist,AMDewptCalPl,VISCloudCov,LatestCIN,CurPropConv,CombVerMo,InsChange,Boundaries,OutflowFrMt,CldShadeConv,AMInsWliScen,CombClouds,Scenario,CombMoisture,InsInMt,AMCINInScen,PlainsFcst,AreaMeso_ALS,InsSclInScen,CompPlFcst,CldShadeOth,MeanRH,WindFieldMt,SynForcng,ScenRel3_4,WindAloft,ScenRelAMIns,Dewpoints,LowLLapse,MvmtFeatures,SfcWndShfDis,RHRatio,MidLLapse,ScnRelPlFcst,WindFieldPln,ScenRelAMCIN,TempDis,AreaMoDryAir,MountainFcst,CapInScen,N34StarFcst,CapChange,R5Fcst
Unfavorable,Neutral,Neutral,Neutral,StrongWest,Weak,N1GtLIGt_4,Clear,May15_Jun14,Neutral,Neutral,Strong,PartInhibit,Neutral,Stability,Clear,None,None,Neutral,Decreasing,Weak,Weak,None,LessUnstable,Clear,B,Neutral,Strong,Average,NIL,Neutral,LessUnstable,LittleChange,Clear,Average,LVorOther,NegToPos,B,LV,ABI,LowSHighN,Stable,OtherRapid,DenvCyclone,MoistMDryL,CloseToDryAd,B,,AB,None,Dry,NIL,Average,NIL,LittleChange,NIL
Moderate,Down,Neutral,StrongUp,DCVZFavor,Weak,N5GtLIGt_8,Clear,Jul2_Jul15,WeakUp,VeryWet,None,PartInhibit,Wet,Stability,PC,Stifling,None,Neutral,Decreasing,Weak,,Some,MoreUnstable,PC,G,Wet,None,Average,NIL,Neutral,Average,LittleChange,PC,Dry,Westerly,,GJ,SWQuad,G,LowAtStation,CloseToDryAd,NoMajor,DryLine,Other,CloseToDryAd,G,LongAnticyc,CThruK,None,Wet,NIL,Average,NIL,LittleChange,NIL
Moderate,Neutral,StrongPos,Neutral,Other,Weak,LIGt0,PC,Jul16_Aug10,Down,Neutral,Strong,None,Dry,Instability,PC,None,Moderate,Neutral,Increasing,None,None,Marked,LessUnstable,PC,G,Dry,Strong,LessThanAve,SVR,Neutral,LessUnstable,DecCapIncIns,PC,Dry,Westerly,LittleChange,GJ,AllElse,G,LowAtStation,CloseToDryAd,NoMajor,DryLine,MoistMDryL,CloseToDryAd,G,LV,,None,Dry,SVR,LessThanAve,SVR,Decreasing,SVR
Weak,StronUp,WeakPos,WeakUp,DCVZFavor,None,N1GtLIGt_4,Clear,Jul2_Jul15,Neutral,Neutral,Weak,None,Wet,Neutral,Clear,None,None,StrongUp,Increasing,Strong,Weak,None,Average,Clear,C,Neutral,Strong,LessThanAve,NIL,StrongUp,MoreUnstable,LittleChange,PC,Dry,LVorOther,LittleChange,ACEFK,NWQuad,CDEJ,LowAtStation,Steep,OtherRapid,E_W_N,Other,Steep,C,WidespdDnsl,CThruK,None,Wet,SIG,LessThanAve,NIL,LittleChange,SIG
Moderate,StronUp,StrongPos,StrongUp,DCVZFavor,None,N1GtLIGt_4,Clear,May15_Jun14,Down,VeryWet,Weak,PartInhibit,Neutral,Neutral,Clear,PartInhibit,Slight,WeakUp,Increasing,Strong,Weak,Some,LessUnstable,PC,C,Neutral,Strong,LessThanAve,NIL,WeakUp,LessUnstable,DecCapIncIns,PC,Dry,Westerly,LittleChange,ACEFK,NWQuad,CDEJ,LowAtStation,CloseToDryAd,NoMajor,DryLine,DryMMoistL,Steep,C,LongAnticyc,CThruK,None,Wet,SVR,LessThanAve,SIG,Decreasing,SVR
Moderate,Down,Neutral,WeakUp,StrongWest,None,N5GtLIGt_8,PC,Jul16_Aug10,StrongUp,VeryWet,Strong,PartInhibit,Wet,Neutral,PC,None,Moderate,Neutral,Decreasing,None,,None,MoreUnstable,PC,B,VeryWet,Strong,Average,SIG,Neutral,MoreUnstable,IncCapDecIns,Cloudy,Average,LVorOther,LittleChange,B,AllElse,,LowNHighS,Steep,NoMajor,E_W_S,DryMMoistL,ModerateOrLe,B,LV,AB,Other,Wet,SIG,Average,SIG,Increasing,SIG
Weak,Down,WeakPos,StrongUp,Other,Weak,LIGt0,Clear,Jul16_Aug10,StrongUp,Dry,None,None,Neutral,Stability,Clear,PartInhibit,Strong,WeakUp,Increasing,Strong,None,Some,LessUnstable,Clear,B,Dry,None,LessThanAve,SIG,WeakUp,Average,IncCapDecIns,PC,Dry,LVorOther,LittleChange,B,NWQuad,ABI,LowMtsHighPl,Steep,NoMajor,DenvCyclone,DryMMoistL,Steep,B,LV,AB,Other,Dry,NIL,LessThanAve,SIG,Increasing,SIG
Moderate,WeakUp,Neutral,Down,StrongWest,None,N1GtLIGt_4,PC,May15_Jun14,StrongUp,Wet,None,PartInhibit,Dry,Instability,PC,PartInhibit,None,StrongUp,LittleChange,None,None,None,Average,PC,D,Neutral,None,Average,NIL,StrongUp,Average,DecCapIncIns,Cloudy,Dry,Westerly,NegToPos,D,AllElse,CDEJ,LowSHighN,ModerateOrLe,OtherRapid,DryLine,MoistMDryL,ModerateOrLe,D,WidespdDnsl,CThruK,None,Wet,NIL,Average,NIL,Decreasing,NIL
Moderate,StronUp,WeakPos,WeakUp,StrongWest,None,N1GtLIGt_4,Cloudy,Aug20_Sep15,Down,Neutral,None,PartInhibit,Dry,Instability,PC,PartInhibit,Slight,WeakUp,Decreasing,Strong,Weak,None,Average,Cloudy,B,Dry,None,LessThanAve,SVR,WeakUp,Average,IncCapDecIns,Cloudy,Dry,LVorOther,PosToNeg,B,AllElse,ABI,HighEvrywher,ModerateOrLe,OtherRapid,E_W_S,DryMMoistL,ModerateOrLe,B,DenvCyclone,AB,None,Dry,NIL,LessThanAve,SVR,Increasing,SVR
Moderate,WeakUp,StrongPos,WeakUp,Westerly,None,N1GtLIGt_4,Cloudy,May15_Jun14,Down,Dry,Strong,TotalInhibit,Dry,Instability,Clear,PartInhibit,,Neutral,Increasing,None,None,Marked,Average,PC,B,Neutral,Strong,MoreThanAve,SVR,Neutral,MoreUnstable,LittleChange,PC,VeryMoist,LVorOther,PosToNeg,B,AllElse,ABI,HighEvrywher,Stable,NoMajor,MovingFtorOt,DryMMoistL,ModerateOrLe,B,SEQuad,AB,Other,Dry,SIG,MoreThanAve,SVR,LittleChange,SVR
Weak,StronUp,WeakPos,Down,Other,Strong,N1GtLIGt_4,Clear,Jul16_Aug10,StrongUp,Neutral,Strong,Stifling,Dry,Neutral,PC,None,Moderate,Down,Increasing,Strong,None,Some,MoreUnstable,Clear,A,Dry,Strong,Average,NIL,Down,MoreUnstable,LittleChange,Clear,Average,Westerly,PosToNeg,ACEFK,SWQuad,ABI,Other,Steep,OtherRapid,DenvCyclone,DryMMoistL,Steep,A,DenvCyclone,AB,Other,Dry,SIG,Average,NIL,LittleChange,SIG
Moderate,WeakUp,Negative,Down,DCVZFavor,Weak,N5GtLIGt_8,Cloudy,Jul2_Jul15,Neutral,Dry,None,PartInhibit,VeryWet,Stability,PC,PartInhibit,Slight,Neutral,Decreasing,Strong,Weak,None,Average,PC,G,Dry,None,LessThanAve,NIL,Neutral,Average,IncCapDecIns,PC,Dry,Westerly,LittleChange,GJ,AllElse,G,LowMtsHighPl,Steep,StrongFront,DryLine,MoistMDryL,CloseToDryAd,G,LongAnticyc,CThruK,None,Neutral,NIL,LessThanAve,NIL,Increasing,NIL
Moderate,StronUp,Negative,Down,Westerly,None,N1GtLIGt_4,Clear,Jul16_Aug10,WeakUp,Dry,None,PartInhibit,Neutral,Neutral,PC,None,Moderate,StrongUp,LittleChange,Weak,None,None,MoreUnstable,Clear,B,VeryWet,None,Average,NIL,StrongUp,Average,LittleChange,PC,Average,Westerly,LittleChange,B,AllElse,ABI,Other,ModerateOrLe,NoMajor,DenvCyclone,DryMMoistL,ModerateOrLe,B,SEQuad,AB,Other,VeryWet,NIL,Average,NIL,LittleChange,NIL
Unfavorable,Neutral,StrongPos,WeakUp,DCVZFavor,None,N1GtLIGt_4,PC,Jun15_Jul1,Down,Neutral,Strong,None,Wet,Stability,PC,PartInhibit,Moderate,Down,Increasing,None,Weak,None,LessUnstable,PC,D,Wet,Strong,LessThanAve,SVR,Down,MoreUnstable,LittleChange,Clear,Average,LVorOther,LittleChange,D,NWQuad,CDEJ,LowAtStation,Stable,NoMajor,DenvCyclone,Other,Steep,D,WidespdDnsl,CThruK,Other,Wet,NIL,LessThanAve,SVR,LittleChange,SVR
Strong,WeakUp,Neutral,Neutral,Westerly,None,N1GtLIGt_4,Clear,Jul16_Aug10,Down,Wet,Strong,PartInhibit,Wet,Stability,Cloudy,None,Strong,Neutral,LittleChange,None,None,None,LessUnstable,Cloudy,E,Wet,Strong,MoreThanAve,SIG,Neutral,LessUnstable,IncCapDecIns,Cloudy,Average,Westerly,PosToNeg,ACEFK,SWQuad,CDEJ,LowSHighN,CloseToDryAd,NoMajor,DryLine,MoistMDryL,ModerateOrLe,,LV,CThruK,None,Wet,SIG,MoreThanAve,SIG,Increasing,SIG
Weak,Down,Negative,StrongUp,StrongWest,None,N5GtLIGt_8,PC,Jul2_Jul15,WeakUp,Dry,Weak,PartInhibit,VeryWet,Neutral,Clear,Stifling,None,WeakUp,Increasing,Strong,Weak,None,LessUnstable,PC,C,Wet,Strong,Average,NIL,WeakUp,MoreUnstable,DecCapIncIns,PC,Dry,Westerly,SigPositive,ACEFK,AllElse,CDEJ,Other,Steep,MarkedUpper,E_W_S,Other,CloseToDryAd,C,LV,CThruK,None,Wet,SIG,Average,NIL,Decreasing,SIG
Weak,StronUp,Neutral,,Westerly,None,N1GtLIGt_4,PC,May15_Jun14,WeakUp,Wet,None,TotalInhibit,Wet,Instability,PC,Stifling,None,StrongUp,LittleChange,Weak,None,None,MoreUnstable,PC,C,Wet,None,MoreThanAve,SIG,StrongUp,MoreUnstable,LittleChange,Cloudy,Dry,Westerly,NegToPos,ACEFK,AllElse,CDEJ,LowAtStation,Steep,NoMajor,E_W_S,DryMMoistL,ModerateOrLe,C,LongAnticyc,CThruK,Other,VeryWet,NIL,MoreThanAve,SIG,LittleChange,SIG
Moderate,WeakUp,Neutral,WeakUp,DCVZFavor,Strong,LILt_8,PC,May15_Jun14,Down,Neutral,Weak,PartInhibit,Wet,Instability,Clear,None,Strong,WeakUp,LittleChange,Strong,Strong,Marked,MoreUnstable,Clear,B,Neutral,Strong,Average,SIG,WeakUp,Average,DecCapIncIns,Clear,Average,LVorOther,PosToNeg,B,LV,ABI,HighEvrywher,Steep,OtherRapid,E_W_N,DryMMoistL,Steep,B,SEQuad,AB,Other,Dry,SIG,Average,SIG,Decreasing,SIG
Weak,Neutral,Neutral,WeakUp,DCVZFavor,None,N5GtLIGt_8,Cloudy,May15_Jun14,Down,Neutral,Weak,None,Wet,Stability,Cloudy,PartInhibit,None,Neutral,Decreasing,Strong,Weak,Some,MoreUnstable,Cloudy,E,Dry,Strong,LessThanAve,NIL,Neutral,LessUnstable,IncCapDecIns,Cloudy,Average,Westerly,PosToNeg,ACEFK,LV,CDEJ,LowSHighN,Steep,NoMajor,None,MoistMDryL,Steep,E,LV,CThruK,None,Dry,SVR,LessThanAve,NIL,Increasing,SVR
Unfavorable,Neutral,Neutral,WeakUp,Other,None,N1GtLIGt_4,PC,Jul16_Aug10,StrongUp,Dry,None,Stifling,Dry,Instability,PC,Stifling,None,Neutral,Decreasing,Weak,None,None,MoreUnstable,PC,D,VeryWet,None,Average,NIL,Neutral,MoreUnstable,LittleChange,PC,Dry,Westerly,NegToPos,D,AllElse,CDEJ,LowMtsHighPl,CloseToDryAd,StrongFront,None,MoistMDryL,Steep,D,WidespdDnsl,CThruK,Other,VeryWet,NIL,Average,NIL,LittleChange,NIL
Strong,Neutral,Neutral,WeakUp,DCVZFavor,Weak,N5GtLIGt_8,Cloudy,Jul16_Aug10,Down,Dry,Strong,PartInhibit,Dry,Neutral,PC,PartInhibit,Moderate,WeakUp,Decreasing,Strong,Weak,None,MoreUnstable,PC,J,Wet,Strong,LessThanAve,SIG,WeakUp,Average,IncCapDecIns,PC,Dry,LVorOther,LittleChange,GJ,LV,CDEJ,LowAtStation,Steep,NoMajor,DryLine,MoistMDryL,ModerateOrLe,J,LV,CThruK,Other,VeryWet,SVR,LessThanAve,SIG,Increasing,SVR
Strong,Neutral,StrongPos,StrongUp,Other,None,N5GtLIGt_8,Clear,Aug20_Sep15,WeakUp,VeryWet,None,TotalInhibit,Dry,Stability,Clear,PartInhibit,Strong,StrongUp,LittleChange,Weak,None,Some,Average,Clear,G,Wet,Weak,MoreThanAve,SIG,StrongUp,Average,LittleChange,Clear,Dry,Westerly,LittleChange,GJ,NWQuad,G,LowAtStation,CloseToDryAd,StrongFront,None,MoistMDryL,CloseToDryAd,G,WidespdDnsl,CThruK,None,Wet,NIL,MoreThanAve,SIG,LittleChange,SIG
Moderate,WeakUp,Negative,Down,Other,Weak,LILt_8,PC,May15_Jun14,Neutral,Wet,Strong,PartInhibit,Dry,Instability,Clear,PartInhibit,Slight,Neutral,Decreasing,Strong,None,None,MoreUnstable,PC,H,Neutral,Strong,Average,SVR,Neutral,MoreUnstable,IncCapDecIns,PC,Average,LVorOther,SigPositive,HI,AllElse,H,HighEvrywher,Stable,NoMajor,MovingFtorOt,DryMMoistL,CloseToDryAd,H,E_NE,CThruK,QStationary,Neutral,NIL,Average,SVR,Increasing,SVR
Strong,Down,Negative,StrongUp,StrongWest,Weak,N1GtLIGt_4,PC,Jun15_Jul1,WeakUp,Dry,Strong,PartInhibit,VeryWet,Neutral,PC,PartInhibit,Slight,WeakUp,Decreasing,Weak,Weak,None,Average,PC,K,Dry,Strong,Average,NIL,WeakUp,LessUnstable,DecCapIncIns,PC,Dry,Westerly,SigPositive,ACEFK,NWQuad,K,Other,ModerateOrLe,MarkedUpper,E_W_N,DryMMoistL,Steep,K,WidespdDnsl,CThruK,Moving,Dry,SVR,Average,NIL,Decreasing,SVR
Unfavorable,Down,Negative,StrongUp,Other,None,LIGt0,Cloudy,Aug20_Sep15,WeakUp,Wet,None,PartInhibit,Wet,Stability,Clear,None,None,WeakUp,LittleChange,Weak,None,Some,LessUnstable,Clear,G,Wet,None,Average,NIL,WeakUp,LessUnstable,DecCapIncIns,PC,Dry,LVorOther,SigNegative,GJ,SWQuad,G,LowAtStation,CloseToDryAd,NoMajor,Other,MoistMDryL,CloseToDryAd,G,WidespdDnsl,CThruK,None,Wet,NIL,Average,NIL,Decreasing,NIL
Moderate,StronUp,Neutral,Down,DCVZFavor,Strong,N1GtLIGt_4,Clear,May15_Jun14,Down,Dry,None,PartInhibit,VeryWet,Stability,Clear,None,Moderate,Down,LittleChange,Strong,Weak,None,Average,Clear,B,Wet,None,Average,SVR,Down,MoreUnstable,DecCapIncIns,Clear,VeryMoist,LVorOther,SigPositive,B,SWQuad,ABI,LowAtStation,Stable,OtherRapid,DenvCyclone,DryMMoistL,CloseToDryAd,B,DenvCyclone,AB,Other,Wet,NIL,Average,SVR,Decreasing,SVR
Moderate,Neutral,StrongPos,Neutral,Other,Weak,N1GtLIGt_4,PC,May15_Jun14,Neutral,Wet,Weak,Stifling,Dry,Instability,PC,None,Moderate,Neutral,LittleChange,Weak,None,Some,Average,PC,H,Neutral,Strong,Average,SIG,Neutral,LessUnstable,DecCapIncIns,PC,Average,Westerly,SigPositive,HI,AllElse,H,Other,Stable,,MovingFtorOt,DryMMoistL,Steep,H,E_NE,CThruK,Moving,Neutral,SVR,Average,SIG,Decreasing,SVR
Moderate,Neutral,StrongPos,Down,Other,Weak,N5GtLIGt_8,PC,Aug20_Sep15,Neutral,Neutral,None,TotalInhibit,Neutral,Stability,PC,PartInhibit,None,Neutral,Decreasing,Strong,None,None,Average,PC,E,Neutral,None,MoreThanAve,NIL,Neutral,Average,IncCapDecIns,PC,Dry,Westerly,LittleChange,ACEFK,SWQuad,CDEJ,LowAtStation,CloseToDryAd,NoMajor,Other,Other,Steep,E,LongAnticyc,CThruK,None,Neutral,NIL,MoreThanAve,NIL,Increasing,NIL
Moderate,WeakUp,StrongPos,Down,StrongWest,None,N1GtLIGt_4,Clear,Aug20_Sep15,WeakUp,Dry,None,None,Neutral,Stability,PC,PartInhibit,Slight,WeakUp,Decreasing,None,Weak,None,LessUnstable,Clear,K,VeryWet,None,LessThanAve,SVR,WeakUp,LessUnstable,IncCapDecIns,PC,Dry,LVorOther,SigNegative,ACEFK,SWQuad,K,HighEvrywher,Steep,StrongFront,MovingFtorOt,MoistMDryL,Steep,K,SEQuad,CThruK,None,VeryWet,NIL,LessThanAve,SVR,Increasing,SVR
Moderate,Down,Neutral,WeakUp,,None,N1GtLIGt_4,PC,Jun15_Jul1,Neutral,VeryWet,Weak,PartInhibit,Neutral,Stability,Clear,None,None,Neutral,Decreasing,Weak,None,Some,LessUnstable,Clear,D,VeryWet,Strong,Average,NIL,Neutral,LessUnstable,DecCapIncIns,Clear,Dry,Westerly,SigNegative,D,NWQuad,CDEJ,LowMtsHighPl,CloseToDryAd,StrongFront,DryLine,Other,CloseToDryAd,D,DenvCyclone,CThruK,Other,Wet,SIG,Average,NIL,Decreasing,SIG
Moderate,Down,Neutral,WeakUp,Westerly,None,LIGt0,PC,Jun15_Jul1,StrongUp,Neutral,None,Stifling,Dry,Stability,Clear,PartInhibit,Moderate,WeakUp,Decreasing,None,None,None,LessUnstable,Clear,G,Neutral,None,Average,NIL,WeakUp,LessUnstable,IncCapDecIns,Clear,Dry,Westerly,PosToNeg,GJ,NWQuad,G,LowEvrywhere,CloseToDryAd,NoMajor,DryLine,MoistMDryL,CloseToDryAd,G,WidespdDnsl,CThruK,None,Neutral,NIL,Average,NIL,Increasing,NIL
Weak,Neutral,WeakPos,WeakUp,StrongWest,Strong,N1GtLIGt_4,PC,Jul16_Aug10,WeakUp,Dry,Strong,None,Neutral,Stability,Cloudy,Stifling,None,Neutral,Decreasing,Strong,None,None,LessUnstable,Cloudy,F,Dry,Strong,LessThanAve,SIG,Neutral,LessUnstable,IncCapDecIns,Cloudy,VeryMoist,LVorOther,NegToPos,ACEFK,AllElse,F,HighEvrywher,ModerateOrLe,,None,Other,ModerateOrLe,F,LV,CThruK,None,Neutral,SVR,LessThanAve,SIG,Increasing,SVR
Strong,WeakUp,Negative,WeakUp,Westerly,Strong,N1GtLIGt_4,PC,Jun15_Jul1,Neutral,Neutral,Strong,None,Neutral,Stability,PC,None,Strong,WeakUp,Decreasing,Weak,None,Marked,LessUnstable,PC,H,Neutral,Strong,LessThanAve,SIG,WeakUp,LessUnstable,LittleChange,PC,Average,LVorOther,PosToNeg,HI,AllElse,H,LowNHighS,,MarkedUpper,E_W_S,Other,ModerateOrLe,H,E_NE,CThruK,,Dry,NIL,LessThanAve,NIL,LittleChange,NIL
Moderate,Neutral,Negative,Neutral,Westerly,None,N5GtLIGt_8,Clear,Aug11_Aug20,Down,Wet,Weak,None,Neutral,Neutral,PC,PartInhibit,Slight,Neutral,LittleChange,Weak,None,Marked,MoreUnstable,PC,J,Neutral,Strong,LessThanAve,NIL,Neutral,MoreUnstable,IncCapDecIns,PC,VeryMoist,LVorOther,LittleChange,GJ,LV,CDEJ,LowAtStation,Steep,NoMajor,DryLine,MoistMDryL,ModerateOrLe,J,LV,CThruK,QStationary,Wet,NIL,LessThanAve,NIL,Increasing,NIL
Weak,Neutral,StrongPos,Down,DCVZFavor,None,N1GtLIGt_4,PC,Aug11_Aug20,WeakUp,Dry,None,PartInhibit,Neutral,Neutral,Clear,None,Moderate,Neutral,Decreasing,None,Weak,None,LessUnstable,PC,J,VeryWet,None,Average,SIG,Neutral,LessUnstable,IncCapDecIns,PC,Average,LVorOther,LittleChange,GJ,LV,CDEJ,LowAtStation,ModerateOrLe,NoMajor,DryLine,MoistMDryL,Steep,J,SEQuad,CThruK,Other,,NIL,Average,SIG,Increasing,SIG
Unfavorable,StronUp,Neutral,Neutral,DCVZFavor,Weak,N1GtLIGt_4,Cloudy,May15_Jun14,Down,VeryWet,Weak,None,Neutral,Stability,Cloudy,Stifling,None,Down,Decreasing,Strong,Weak,None,Average,Cloudy,G,VeryWet,Strong,LessThanAve,NIL,Down,LessUnstable,DecCapIncIns,PC,Dry,LVorOther,PosToNeg,GJ,NWQuad,G,LowEvrywhere,CloseToDryAd,OtherRapid,DryLine,MoistMDryL,Steep,G,LV,CThruK,Other,VeryWet,NIL,LessThanAve,NIL,Decreasing,NIL
Strong,Neutral,Neutral,Down,Other,Weak,N1GtLIGt_4,PC,May15_Jun14,,Neutral,None,Stifling,Wet,Stability,PC,PartInhibit,Strong,Neutral,Decreasing,Strong,None,None,LessUnstable,PC,K,Dry,None,Average,SIG,Neutral,LessUnstable,LittleChange,PC,Dry,Westerly,SigNegative,ACEFK,SWQuad,K,Other,Steep,StrongFront,MovingFtorOt,DryMMoistL,ModerateOrLe,K,LV,CThruK,Moving,Dry,NIL,Average,SIG,LittleChange,
Weak,WeakUp,WeakPos,Down,StrongWest,None,N1GtLIGt_4,Clear,Jul2_Jul15,StrongUp,Wet,None,Stifling,Wet,Stability,Clear,Stifling,None,WeakUp,Decreasing,None,Strong,None,Average,PC,C,Wet,None,Average,NIL,WeakUp,LessUnstable,IncCapDecIns,PC,Dry,Westerly,SigPositive,ACEFK,SWQuad,CDEJ,LowEvrywhere,ModerateOrLe,OtherRapid,E_W_N,DryMMoistL,CloseToDryAd,C,LongAnticyc,CThruK,QStationary,Wet,NIL,Average,NIL,Increasing,NIL
Weak,Down,Negative,StrongUp,DCVZFavor,None,N1GtLIGt_4,Clear,Aug20_Sep15,Neutral,Wet,,PartInhibit,Dry,Stability,PC,Stifling,None,WeakUp,LittleChange,Strong,Weak,None,LessUnstable,Clear,J,Dry,None,LessThanAve,SIG,WeakUp,LessUnstable,IncCapDecIns,PC,Dry,LVorOther,LittleChange,GJ,LV,CDEJ,LowMtsHighPl,CloseToDryAd,NoMajor,DryLine,MoistMDryL,Steep,J,LV,CThruK,Other,Dry,NIL,LessThanAve,SIG,Increasing,SIG
Moderate,Down,Neutral,WeakUp,Other,,N1GtLIGt_4,PC,May15_Jun14,Neutral,VeryWet,Strong,PartInhibit,VeryWet,Instability,PC,PartInhibit,None,Neutral,LittleChange,Weak,None,Some,MoreUnstable,PC,H,VeryWet,Strong,MoreThanAve,NIL,Neutral,Average,DecCapIncIns,PC,VeryMoist,LVorOther,SigPositive,HI,LV,H,LowSHighN,ModerateOrLe,MarkedUpper,E_W_S,DryMMoistL,ModerateOrLe,H,E_NE,CThruK,None,VeryWet,SVR,MoreThanAve,NIL,Decreasing,SVR
Strong,Neutral,Negative,StrongUp,Other,Weak,LIGt0,Clear,May15_Jun14,Neutral,Neutral,Strong,PartInhibit,Dry,,PC,None,Strong,StrongUp,LittleChange,Strong,None,Some,Average,PC,K,Dry,Strong,Average,SIG,StrongUp,Average,LittleChange,PC,VeryMoist,Westerly,PosToNeg,ACEFK,AllElse,K,LowAtStation,Steep,StrongFront,E_W_N,DryMMoistL,ModerateOrLe,K,LongAnticyc,CThruK,Moving,Wet,SIG,Average,SIG,LittleChange,SIG
Unfavorable,Neutral,,Down,StrongWest,Weak,N5GtLIGt_8,Cloudy,Jun15_Jul1,StrongUp,Dry,Strong,None,Wet,Instability,Clear,PartInhibit,Slight,Neutral,LittleChange,Strong,Strong,None,Average,PC,B,Neutral,Strong,LessThanAve,NIL,Neutral,Average,LittleChange,Cloudy,Dry,Westerly,SigNegative,B,AllElse,ABI,LowAtStation,ModerateOrLe,MarkedUpper,DenvCyclone,Other,CloseToDryAd,B,LV,AB,None,Dry,SIG,LessThanAve,NIL,LittleChange,SIG
Weak,WeakUp,Neutral,Neutral,StrongWest,Weak,N5GtLIGt_8,Cloudy,Jun15_Jul1,Neutral,VeryWet,Strong,Stifling,VeryWet,Neutral,PC,None,Slight,Neutral,LittleChange,Strong,Weak,None,MoreUnstable,Cloudy,I,Wet,Strong,Average,SVR,Neutral,Average,IncCapDecIns,PC,Dry,LVorOther,SigPositive,HI,AllElse,ABI,LowSHighN,CloseToDryAd,NoMajor,MovingFtorOt,Other,ModerateOrLe,I,E_NE,CThruK,QStationary,VeryWet,SVR,Average,SVR,Increasing,SVR
Weak,Neutral,WeakPos,StrongUp,Westerly,Weak,N5GtLIGt_8,Clear,Jul16_Aug10,Neutral,Neutral,Strong,PartInhibit,VeryWet,Neutral,PC,PartInhibit,Slight,WeakUp,Increasing,Weak,None,None,Average,PC,B,Wet,Strong,Average,NIL,WeakUp,MoreUnstable,LittleChange,PC,Dry,LVorOther,LittleChange,B,LV,ABI,LowMtsHighPl,ModerateOrLe,NoMajor,DenvCyclone,Other,CloseToDryAd,B,E_NE,AB,QStationary,VeryWet,SIG,Average,NIL,LittleChange,SIG
Moderate,Neutral,Negative,StrongUp,StrongWest,None,LIGt0,Clear,Aug20_Sep15,StrongUp,VeryWet,None,Stifling,Neutral,Stability,PC,Stifling,Slight,StrongUp,Decreasing,None,Strong,None,LessUnstable,PC,E,VeryWet,None,Average,SVR,StrongUp,LessUnstable,DecCapIncIns,PC,Average,Westerly,LittleChange,ACEFK,SWQuad,CDEJ,LowSHighN,CloseToDryAd,NoMajor,E_W_N,MoistMDryL,ModerateOrLe,E,LongAnticyc,CThruK,None,VeryWet,NIL,Average,SVR,Decreasing,SVR
Moderate,Neutral,Negative,WeakUp,StrongWest,None,N1GtLIGt_4,PC,May15_Jun14,StrongUp,VeryWet,Strong,PartInhibit,Wet,Neutral,Clear,PartInhibit,Moderate,WeakUp,Decreasing,None,Weak,None,Average,Clear,K,VeryWet,Strong,MoreThanAve,SIG,WeakUp,LessUnstable,IncCapDecIns,Clear,VeryMoist,,SigPositive,ACEFK,NWQuad,K,Other,Stable,MarkedUpper,MovingFtorOt,DryMMoistL,ModerateOrLe,K,WidespdDnsl,CThruK,None,VeryWet,SIG,MoreThanAve,SIG,Increasing,SIG
Moderate,StronUp,Neutral,WeakUp,DCVZFavor,Weak,N1GtLIGt_4,Cloudy,Jul16_Aug10,StrongUp,Dry,None,None,Wet,,Cloudy,PartInhibit,Moderate,StrongUp,LittleChange,Weak,Weak,None,LessUnstable,Cloudy,J,VeryWet,None,LessThanAve,NIL,StrongUp,LessUnstable,IncCapDecIns,PC,Average,LVorOther,LittleChange,GJ,LV,CDEJ,LowAtStation,ModerateOrLe,NoMajor,DryLine,Other,Steep,J,SEQuad,CThruK,Other,VeryWet,NIL,LessThanAve,NIL,Increasing,NIL
Unfavorable,WeakUp,Negative,Down,DCVZFavor,Strong,LIGt0,PC,Jul16_Aug10,Neutral,Wet,Strong,PartInhibit,Neutral,Instability,Clear,None,None,WeakUp,Decreasing,Strong,Weak,None,Average,Cloudy,A,Neutral,Strong,LessThanAve,NIL,WeakUp,LessUnstable,IncCapDecIns,Cloudy,Average,Westerly,NegToPos,ACEFK,SWQuad,ABI,LowMtsHighPl,ModerateOrLe,MarkedUpper,DenvCyclone,Other,CloseToDryAd,A,DenvCyclone,AB,QStationary,Wet,NIL,LessThanAve,NIL,Increasing,NIL
Weak,StronUp,Neutral,Neutral,StrongWest,Strong,N5GtLIGt_8,Clear,Jul2_Jul15,Neutral,Neutral,Strong,Stifling,Neutral,Stability,PC,PartInhibit,Slight,WeakUp,LittleChange,Strong,Strong,None,MoreUnstable,Clear,K,Neutral,Strong,Average,SVR,WeakUp,MoreUnstable,IncCapDecIns,PC,Dry,LVorOther,SigPositive,ACEFK,AllElse,K,Other,ModerateOrLe,MarkedUpper,Other,Other,ModerateOrLe,K,WidespdDnsl,CThruK,Other,Wet,SVR,Average,SVR,Increasing,SVR
